CustomerID|NameStyle|Title|FirstName|MiddleName|LastName|Suffix|CompanyName|SalesPerson|EmailAddress|Phone|rowguid
235|0|Ms.|Mary|NULL|Alexander|NULL|Certified Bicycle Supply|adventure-works\pamela0|mary7@adventure-works.com|344-555-0133|A4DF6D50-5068-4FA9-B4CA-A3195EB29BB6
236|0|Ms.|Lola|M.|McCarthy|NULL|Closeout Boutique|adventure-works\david8|lola0@adventure-works.com|173-555-0151|21801FB2-6EA6-4FE5-9444-7E09E8BA907C
237|0|Ms.|Mary|K.|Browning|NULL|Client Discount Store|adventure-works\jillian0|mary5@adventure-works.com|658-555-0146|B8F7D9D3-E498-40C2-8C7E-FB1C98C43756
238|0|Ms.|Jodan|M.|Jacobson|NULL|A Great Bicycle Company|adventure-works\jillian0|jodan0@adventure-works.com|652-555-0189|3ECD14CB-463C-4375-B81B-D6E60A48B83D
239|0|Ms.|Jane|A.|McCarty|NULL|Bicycle Merchandise Warehouse|adventure-works\shu0|jane3@adventure-works.com|529-555-0195|48AA4A1E-F209-4B29-A276-113EC94AA6DD
240|0|Mr.|Jessie|E.|Valerio|NULL|Wire Baskets and Parts|adventure-works\linda3|jessie0@adventure-works.com|103-555-0179|C581A495-5772-4EB1-943A-9E94E2387814
241|0|Mr.|Eric|A.|Jacobsen|NULL|Vale Riding Supplies|adventure-works\shu0|eric5@adventure-works.com|703-555-0120|FF342E5E-445C-4900-AA71-F15656A7D24D
244|0|Mr.|Bronson|R.|Jacobs|NULL|Retail Discount Store|adventure-works\josé1|bronson0@adventure-works.com|697-555-0131|8FF82BED-93D5-4248-99E2-47F53055EC2D
245|0|Mr.|James|L.|McCoy|II|Leather Seat Factory|adventure-works\josé1|james12@adventure-works.com|191-555-0151|4A122BDD-4393-42BC-AD49-37E43A0414F6
246|0|Ms.|Esther|K.|Valle|NULL|Large Bike Shop|adventure-works\garrett1|esther0@adventure-works.com|481-555-0131|CEE9F2DF-2BE7-48B9-8E41-343ADC82F8C4
250|0|Ms.|Denean|J.|Ison|NULL|Express Bike Services|adventure-works\jae0|denean0@adventure-works.com|1 (11) 500 555-0127|CB1ED6CB-18A1-4F7C-8079-DC400B6E506F
253|0|Mr.|Erik|NULL|Ismert|NULL|Roving Sports|adventure-works\pamela0|erik0@adventure-works.com|116-555-0163|E09AB347-7FB1-453F-A4BD-377E68EC8C33
254|0|Mr.|Robert|M.|Bernacchi|NULL|Safe Cycles Shop|adventure-works\david8|robert4@adventure-works.com|449-555-0176|2F89E8DD-A3C3-4ED4-A604-4B3D45DD1BEA
255|0|Mr.|Sunil|NULL|Uppal|NULL|Swift Cycles|adventure-works\jillian0|sunil0@adventure-works.com|184-555-0187|0A21109F-02B0-4601-B4F7-2ED62C342385
256|0|Mr.|Richard|L.|Irwin|NULL|Rental Bikes|adventure-works\jillian0|richard4@adventure-works.com|367-555-0124|0B6DB35B-B8B4-4B51-9154-C33E12B38C75
257|0|Mr.|Matthias|NULL|Berndt|NULL|Number 1 Supply|adventure-works\shu0|matthias1@adventure-works.com|384-555-0169|A24F5A79-DD85-4EB2-A6A2-6E7026763FF8
258|0|Mr.|Sairaj|NULL|Uddin|NULL|Quantity Discounts|adventure-works\linda3|sairaj1@adventure-works.com|767-555-0193|5549DF48-409F-4C2A-B97B-900EB598843C
259|0|Mr.|Lucio|NULL|Iallo|NULL|Highway Bike Shop|adventure-works\shu0|lucio0@adventure-works.com|199-555-0135|2C3F7A56-819C-4E83-B791-3CE02366D3CF
262|0|Ms.|Beth|NULL|Inghram|NULL|General Industries|adventure-works\josé1|beth0@adventure-works.com|718-555-0152|1C783210-2B1E-46E2-A2C8-23E610FEEB3C
263|0|Mr.|Timothy|B.|Burnett|Jr.|Farthest Bike Store|adventure-works\josé1|timothy0@adventure-works.com|251-555-0172|F665A873-61A2-4B21-B9FF-B5903BEAF759
264|0|Ms.|Phyllis|B.|Tuffield|NULL|Fasteners & Bolts Outlet|adventure-works\garrett1|phyllis3@adventure-works.com|277-555-0182|A5CE11CE-239C-4849-9683-14F37025A2C1
268|0|Mr.|Richard|A.|Byham|NULL|Channel Outlet|adventure-works\jae0|richard2@adventure-works.com|1 (11) 500 555-0138|0C316F6F-5D54-41FD-86A3-6ECAF31A01DD
271|0|Mr.|Jared|L.|Bustamante|NULL|Alternative Vehicles|adventure-works\pamela0|jared0@adventure-works.com|164-555-0147|F2765E86-8DEA-468B-849E-9E83AE57C381
272|0|Mr.|Henry|L.|Campen|NULL|Metro Cycle Shop|adventure-works\david8|henry0@adventure-works.com|635-555-0126|B80F890D-A6A1-4DFC-B763-ECD7743C3C2A
273|0|Ms.|Christie|J.|Trujillo|NULL|A Typical Bike Shop|adventure-works\jillian0|christie0@adventure-works.com|686-555-0180|736DA014-1371-40B2-A401-5BD3267A1E8B
274|0|Ms.|Janet|J.|Gilliat|NULL|Active Systems|adventure-works\jillian0|janet2@adventure-works.com|521-555-0183|02788A66-2628-4B91-B211-1D8F7E73C500
275|0|Mr.|Chris|NULL|Cannon|NULL|Outdoor Sporting Goods|adventure-works\shu0|chris5@adventure-works.com|118-555-0131|68DC7932-128E-47CC-80CB-CF2B1A352F3C
276|0|Mr.|Michael John|R.|Troyer|NULL|Thrifty Parts and Sales|adventure-works\linda3|michaeljohn0@adventure-works.com|308-555-0175|09E2CB2A-B0CA-4376-ABE7-E9240EAD2C16
277|0|Mr.|Guy|NULL|Gilbert|NULL|The Bicycle Accessories Company|adventure-works\shu0|guy0@adventure-works.com|583-555-0198|37156292-0D92-4F6B-9014-CCB0B29E9F9A
280|0|Mr.|Frances|J.|Giglio|NULL|Standard Bikes|adventure-works\josé1|frances1@adventure-works.com|692-555-0136|73B26C19-1113-427F-BBAB-BEB6FCDA33C3
281|0|Ms.|Suzana De Abreu|A.|Canuto|NULL|Petroleum Products Distributors|adventure-works\josé1|suzanadeabreu0@adventure-works.com|990-555-0141|B3B07166-1798-41B4-A7C2-0579292008C4
282|0|Mr.|Billy|J.|Trent|NULL|Quick Parts and Service|adventure-works\garrett1|billy0@adventure-works.com|882-555-0115|CF04F255-D817-4EC9-9D99-4580B1ED0CE2
286|0|Mr.|Leo|NULL|Giakoumakis|NULL|Number One Bike Co.|adventure-works\jae0|leo0@adventure-works.com|1 (11) 500 555-0169|6266CCC4-1AF0-42E0-BCA4-B33EA6838EEE
287|0|Mr.|Grant|NULL|Culbertson|NULL|Handy Bike Services|adventure-works\michael9|grant1@adventure-works.com|859-555-0173|448CBBFE-EDDC-443D-B7C8-57AEAA463BE5
288|0|Mr.|Robert|L.|Barker|NULL|Kickstand Sellers|adventure-works\michael9|robert3@adventure-works.com|241-555-0112|44EDC8AC-BB0E-418E-BDD3-4F7691381633
289|0|Ms.|Gabriel|L.|Bockenkamp|NULL|Moderately-Priced Bikes Store|adventure-works\pamela0|gabriel0@adventure-works.com|763-555-0145|A42D0F51-C2BC-433D-B2BD-61C516296669
290|0|Mr.|Scott|NULL|Culp|NULL|Friendly Bike Shop|adventure-works\david8|scott3@adventure-works.com|119-555-0167|D0DCDE2D-8C38-48FC-9D83-5EBE8A8577AE
291|0|Mr.|Wayne|N.|Banack|NULL|Grand Bicycle Stores|adventure-works\jillian0|wayne0@adventure-works.com|640-555-0189|A5AA95AD-8C82-4E50-944F-39F6BDD0A8A8
292|0|Mr.|Michael|Greg|Blythe|NULL|Grease and Oil Products Company|adventure-works\jillian0|michael11@adventure-works.com|126-555-0172|E1E960B9-5A86-475D-80FE-B64191AEB1DA
293|0|Mr.|Conor|NULL|Cunningham|NULL|Fashionable Bikes and Accessories|adventure-works\shu0|conor0@adventure-works.com|115-555-0113|B37A0D83-7ED6-4C58-A476-F59B7AE4FC85
294|0|Mr.|Alberto|F.|Baltazar|NULL|Flawless Bike Shop|adventure-works\linda3|alberto0@adventure-works.com|780-555-0114|592B130D-BFF6-4744-B0B6-02F706504993
295|0|Mr.|Joseph|P.|Mitzner|Jr.|Engineered Bike Systems|adventure-works\shu0|joseph4@adventure-works.com|129-555-0164|BB5324B1-9ACE-4AAE-8711-41090EDCE4E0
298|0|Mr.|Robert|NULL|Mitosinka|NULL|City Cycling|adventure-works\josé1|robert10@adventure-works.com|239-555-0198|16101465-48B9-4147-9C53-6610FEADF778
299|0|Mr.|Thierry|NULL|D'Hers|NULL|Citywide Service and Repair|adventure-works\josé1|thierry1@adventure-works.com|680-555-0192|1CEA8D76-4A20-4D76-9DA2-A3777FD7E693
300|0|Mr.|Daniel|NULL|Blanco|NULL|Nice Bikes|adventure-works\garrett1|daniel0@adventure-works.com|221-555-0167|7256F9B7-5253-4384-B8DE-60B6F0ADF5A6
304|0|Ms.|Linda|NULL|Mitchell|NULL|Essential Bike Works|adventure-works\jae0|linda9@adventure-works.com|1 (11) 500 555-0182|C332C909-EE43-4312-A9D8-B2365A0160EA
306|0|Mr.|Stephen|M.|Ayers|NULL|Work and Play Association|adventure-works\michael9|stephen1@adventure-works.com|818-555-0171|F8F2835D-F5F0-4070-8465-46BFC815153B
307|0|Ms.|Neva|M.|Mitchell|NULL|Riding Associates|adventure-works\pamela0|neva0@adventure-works.com|992-555-0134|D11D9DAE-D5D1-440B-BE3F-48D307E942A6
308|0|Ms.|Megan|N.|Davis|NULL|Rugged Bikes|adventure-works\david8|megan1@adventure-works.com|839-555-0198|D2B47DAD-E684-449B-992C-15DE391C0FCC
309|0|Mr.|John|NULL|Arthur|NULL|The Gear Store|adventure-works\jillian0|john6@adventure-works.com|149-555-0113|A80B5E25-5EF4-4910-B70B-B2D1F5B207C2
310|0|Mr.|Frank|NULL|Miller|NULL|Orange Bicycle Company|adventure-works\jillian0|frank6@adventure-works.com|118-555-0184|0D9A0E94-F5E9-4021-8E81-F7F2F18144B1
311|0|Sr.|Alvaro|NULL|De Matos Miranda Filho|NULL|Principal Bike Company|adventure-works\shu0|alvaro0@adventure-works.com|551-555-0155|F070050E-2B33-41A2-A995-D9DF09EB3AE3
312|0|Mr.|Thomas|B.|Armstrong|Jr.|Resale Services|adventure-works\linda3|thomas1@adventure-works.com|226-555-0146|067BB7DA-557D-4145-910C-EE0C82CAA0E4
313|0|Mr.|Dylan|NULL|Miller|NULL|Metropolitan Manufacturing|adventure-works\shu0|dylan1@adventure-works.com|140-555-0192|2157D9A9-A284-4001-973A-27196613681A
316|0|Mr.|Ben|NULL|Miller|NULL|Low Price Cycles|adventure-works\josé1|ben1@adventure-works.com|207-555-0167|8C95E9D8-88D0-4E6A-8149-B4C6C79E65BD
317|0|Mr.|Jacob|N.|Dean|NULL|Finer Riding Supplies|adventure-works\josé1|jacob0@adventure-works.com|767-555-0151|5EEF4DAA-8514-43A3-B96A-D99E19E3C2E8
318|0|Ms.|Ann|NULL|Beebe|NULL|First-Rate Outlet|adventure-works\garrett1|ann0@adventure-works.com|277-555-0169|D241D8F1-5A7A-41B3-8723-1E2B1A9FDBF6
322|0|Mr.|Matthew|J.|Miller|NULL|Tachometers and Accessories|adventure-works\jae0|matthew5@adventure-works.com|1 (11) 500 555-0176|1C56E02D-69F4-4C0D-965B-2B7F54AA0A34
323|0|Mr.|Jo|NULL|Brown|NULL|Metro Bike Works|adventure-works\michael9|jo2@adventure-works.com|689-555-0130|0DA4F03E-47E9-4BED-B149-9C18CEE9EB30
325|0|Ms.|Virginia|L.|Miller|NULL|All Cycle Shop|adventure-works\pamela0|virginia0@adventure-works.com|918-555-0127|6340AC77-4FBD-4EEC-9D60-5009D428674A
326|0|Mr.|Scott|NULL|Gode|NULL|Year-Round Sports|adventure-works\david8|scott4@adventure-works.com|164-555-0145|81C81C0D-73EB-442D-BEB0-D03AD4AF5048
327|0|Ms.|Caroline|A.|Vicknair|NULL|World of Bikes|adventure-works\jillian0|caroline0@adventure-works.com|695-555-0158|CDD7480F-7284-453A-A7CA-910535D40583
328|0|Mr.|Robert|R.|Vessa|NULL|Totes & Baskets Company|adventure-works\jillian0|robert13@adventure-works.com|560-555-0171|84A86A42-C9F8-4B4A-A1A6-28E4E448FB8C
329|0|NULL|Andreas|NULL|Berglund|NULL|Unicycles, Bicycles, and Tricycles|adventure-works\shu0|andreas1@adventure-works.com|795-555-0116|35DE20D0-B72D-440B-8C55-6E8AD6643335
330|0|Mr.|Mete|NULL|Goktepe|NULL|The New Bike Store|adventure-works\linda3|mete0@adventure-works.com|637-555-0120|09480748-3F10-4C0F-9BF1-EBEFAD6540CF
331|0|Ms.|Wanda|F.|Vernon|NULL|Technical Parts Manufacturing|adventure-works\shu0|wanda0@adventure-works.com|433-555-0168|9B6D55BD-1BFD-489B-A09D-CA2DE42C7C16
334|0|Ms.|Dora|P.|Verdad|NULL|Retreat Inn|adventure-works\josé1|dora0@adventure-works.com|155-555-0140|777D62E5-3C77-4CEF-8AF6-8A4648F49EB9
335|0|Mr.|John|M.|Berger|Jr.|Scratch-Resistant Finishes Company|adventure-works\josé1|john10@adventure-works.com|156-555-0111|F8BF1985-3C65-400F-BD46-92F88008F003
336|0|Mr.|Brian|R|Goldstein|NULL|Primary Bike Distributors|adventure-works\garrett1|brian4@adventure-works.com|495-555-0161|0341CA02-F44F-4604-8E20-A749B90FD976
340|0|Mr.|Raja|D.|Venugopal|NULL|Nearby Cycle Shop|adventure-works\jae0|raja0@adventure-works.com|1 (11) 500 555-0195|191FE023-2354-4FBB-88D7-B57ADC3428D8
343|0|Ms.|Patricia|M.|Vasquez|NULL|Mail-Order Outlet|adventure-works\pamela0|patricia2@adventure-works.com|490-555-0132|DAE8EF10-88DA-4F94-B6A7-A9745F250DB2
344|0|Ms.|Karren|K.|Burkhardt|NULL|Fifth Bike Store|adventure-works\david8|karren0@adventure-works.com|652-555-0132|AA3B69DF-40CF-45B8-9250-F69EF6DB1C15
345|0|Ms.|Abigail|J.|Gonzalez|NULL|Genial Bike Associates|adventure-works\jillian0|abigail0@adventure-works.com|121-555-0139|131056AB-E899-43BF-91E6-D92F44456655
346|0|Mr.|Ranjit|Rudra|Varkey Chudukatil|NULL|Great Bicycle Supply|adventure-works\jillian0|ranjit1@adventure-works.com|810-555-0160|B3E143FD-F617-401E-AAD9-C50BC280ED18
347|0|Ms.|Ingrid|K.|Burkhardt|NULL|Bike Universe|adventure-works\shu0|ingrid0@adventure-works.com|857-555-0187|2DE20D49-86F7-40C0-950D-12C93EA94B35
348|0|Mr.|Oscar|L.|Alpuerto|NULL|Bold Bike Accessories|adventure-works\linda3|oscar0@adventure-works.com|855-555-0174|BA20E529-555E-4D2C-83F0-DCBA833230AF
349|0|Mr.|Gary|T|Vargas|NULL|Exercise Center|adventure-works\shu0|gary6@adventure-works.com|112-555-0176|B23474BF-01CC-4A5E-902C-D6A4EB5ED777
352|0|Mr.|Shane|S.|Kim|NULL|Twelfth Bike Store|adventure-works\josé1|shane2@adventure-works.com|155-555-0149|5617D4F8-C3A1-4408-8895-AE3F7E0EFA05
353|0|Ms.|Joan|M.|Campbell|NULL|Two-Wheeled Transit Company|adventure-works\josé1|joan0@adventure-works.com|700-555-0155|3B2E5C36-0827-4A31-B112-F347AD588822
354|0|Mr.|Maxwell|J.|Amland|NULL|Serious Cycles|adventure-works\garrett1|maxwell0@adventure-works.com|614-555-0134|B65DFD89-49C5-4530-B819-B6E84F3531A6
358|0|Mr.|Joe|NULL|Kim|NULL|Mail Market|adventure-works\jae0|joe1@adventure-works.com|1 (11) 500 555-0144|3ED88E2F-3F29-4E30-93D4-CE38474DED23
360|0|Ms.|Ramona|J.|Antrim|NULL|Novelty Bikes|adventure-works\michael9|ramona0@adventure-works.com|327-555-0148|8BE04D7D-1192-4A27-ACA3-926E5F530ABB
361|0|Ms.|Karan|NULL|Khanna|NULL|Fitness Supplies|adventure-works\pamela0|karan1@adventure-works.com|390-555-0150|6F69F454-5199-4B15-B370-D926F8ED104C
362|0|Ms.|Sharon|A.|Crow|NULL|Grand Cycle Store|adventure-works\david8|sharon1@adventure-works.com|889-555-0176|D9B640A6-0988-4548-8231-69CA927D49AB
363|0|Mr.|Chris|NULL|Ashton|NULL|Immense Manufacturing Company|adventure-works\jillian0|chris3@adventure-works.com|556-555-0145|3543B21B-0DFA-40DE-998E-A9C3F2FCDA98
364|0|Mr.|Imtiaz|NULL|Khan|NULL|District Mall|adventure-works\jillian0|imtiaz0@adventure-works.com|249-555-0179|9D91F4ED-58B5-4A59-9894-8FD17EBDFC9B
365|0|Mr.|Jack|NULL|Creasey|NULL|Distinctive Store|adventure-works\shu0|jack2@adventure-works.com|539-555-0182|AB87B283-4B2B-48AD-9D10-6B9F2D4D0BAA
366|0|Ms.|Teresa|NULL|Atkinson|NULL|Extended Bike Sales|adventure-works\linda3|teresa0@adventure-works.com|129-555-0110|76DA51E9-D61B-488C-A4E7-C7B87FDA2917
367|0|Ms.|Tammy|J.|Khan|NULL|Brown Bicycle Company|adventure-works\shu0|tammy0@adventure-works.com|145-555-0166|A65D6B08-0B08-453C-B244-CB324A3DFC0C
370|0|Ms.|Elizabeth|NULL|Keyser|NULL|Acceptable Sales & Service|adventure-works\josé1|elizabeth2@adventure-works.com|656-555-0173|7059E0F6-846D-4A52-8A97-0734CD064892
371|0|Mr.|Bruno|NULL|Costa Da Silva|NULL|Custom Sales and Service|adventure-works\josé1|bruno0@adventure-works.com|140-555-0143|05CF6683-BC27-4062-A60D-995706BBFAB5
372|0|Ms.|Katherine|K.|Swan|NULL|Top Bike Market|adventure-works\garrett1|katherine1@adventure-works.com|421-555-0192|F377F21A-9A29-49AF-9158-4E3FA8586FF7
376|0|Ms.|Mary|R.|Kesslep|NULL|Commerce Bicycle Specialists|adventure-works\jae0|mary8@adventure-works.com|1 (11) 500 555-0146|D733948F-DB34-47FF-A618-06123A32E515
377|0|Mr.|Marlin|M.|Coriell|NULL|Grand Sport Boutique|adventure-works\michael9|marlin0@adventure-works.com|941-555-0155|F728AB05-7868-493D-BEBA-F4E7DFAFFF31
379|0|Mr.|Kevin|NULL|Kennedy|NULL|Fad Outlet|adventure-works\pamela0|kevin4@adventure-works.com|275-555-0179|083C2D9F-7CBB-4CD4-9BBF-30E80C376EE5
380|0|Ms.|Eva|NULL|Corets|NULL|First Department Stores|adventure-works\david8|eva0@adventure-works.com|542-555-0164|5E469335-ACDD-41C8-89FE-0856ED944340
381|0|Ms.|Julie|NULL|Taft-Rider|NULL|Bicycle Lines Distributors|adventure-works\jillian0|julie1@adventure-works.com|145-555-0194|5AA5C79E-3C99-4FD2-87E7-B0E67603D5AB
382|0|Mr.|Robert|NULL|Kelly|NULL|Beneficial Exercises and Activities|adventure-works\jillian0|robert7@adventure-works.com|510-555-0123|7EE0371D-CEFE-4A15-9347-34C232D82AB0
383|0|Mr.|Scott|NULL|Cooper|NULL|Vehicle Shop|adventure-works\shu0|scott2@adventure-works.com|773-555-0182|94DA916C-8E0D-405C-AD3C-CFE9C1DB699A
384|0|Mr.|Clarence|R.|Tatman|NULL|Sparkling Paint and Finishes|adventure-works\linda3|clarence0@adventure-works.com|787-555-0128|7BC25C4C-F0E3-4471-8D8B-E0595061AF6A
385|0|Mr.|John|NULL|Kelly|NULL|Sturdy Toys|adventure-works\shu0|john22@adventure-works.com|330-555-0116|6EDE3BE1-137D-4984-9ECB-EB871AE9059D
388|0|Mr.|Victor|A.|Kelley|NULL|Road Way Sales and Rental|adventure-works\josé1|victor0@adventure-works.com|112-555-0195|C0C5EE7E-DD39-401D-9BF5-7EC01D57E57F
389|0|Ms.|Dorothy|J.|Contreras|NULL|Sixth Bike Store|adventure-works\josé1|dorothy0@adventure-works.com|428-555-0176|0FC568B5-2A6B-4C9D-87BC-9B8C6313C9DA
390|0|Mr.|Mike|M.|Taylor|NULL|Plastic Parts Company|adventure-works\garrett1|mike6@adventure-works.com|204-555-0189|D6AB0687-0DB2-460B-A4D2-34AAD4EC9F3D
394|0|Ms.|Bonnie|NULL|Kearney|NULL|Little Sports Center|adventure-works\jae0|bonnie1@adventure-works.com|1 (11) 500 555-0116|F53F2CA8-F244-46B8-A64F-A09F657DB9DC
395|0|Ms.|June|B.|Brunner|NULL|Online Bike Sellers|adventure-works\michael9|june0@adventure-works.com|249-555-0172|8DA056FC-494F-4FE1-8397-0B0736603201
397|0|Mr.|Sandeep|NULL|Katyal|NULL|Capable Sales and Service|adventure-works\pamela0|sandeep2@adventure-works.com|928-555-0117|B711F333-3277-4885-AB55-5790CF41F27D
398|0|Ms.|Shirley|R.|Bruner|NULL|Commendable Bikes|adventure-works\david8|shirley0@adventure-works.com|383-555-0155|E47537DD-645F-458C-A410-A520D38DD7B9
399|0|Mr.|Chad|J.|Tedford|NULL|Big Cycle Mall|adventure-works\jillian0|chad1@adventure-works.com|588-555-0128|BC98B78E-3068-475A-8EAD-FBA537DDE9B9
400|0|Mr.|Peter|NULL|Houston|NULL|Local Sales and Rental|adventure-works\jillian0|peter3@adventure-works.com|632-555-0171|40984282-13F9-4B14-90B3-E7A17180195D
401|0|Mr.|Tom|H|Johnston|NULL|Brightwork Company|adventure-works\shu0|tom1@adventure-works.com|883-555-0177|CC76F684-79AD-4A66-A30E-1B7FB5C917C5
402|0|Ms.|Marian|M.|Berch|NULL|Pro Sporting Goods|adventure-works\linda3|marian0@adventure-works.com|640-555-0198|48941CAA-5B39-497E-AD56-EFD9172D372E
403|0|Ms.|Juanita|J.|Holman|NULL|Affordable Sports Equipment|adventure-works\shu0|juanita0@adventure-works.com|996-555-0196|0484601B-6A04-41BF-9554-3EB22D5B4DC1
406|0|Mr.|Eddie|M.|Holmes|NULL|The Commissary|adventure-works\josé1|eddie0@adventure-works.com|570-555-0199|04C17472-C4DA-40B1-82FA-B08D3828B863
407|0|Mr.|Robert|A.|Avalos|NULL|Workout Emporium|adventure-works\josé1|robert2@adventure-works.com|665-555-0198|5A2338D1-158F-4386-8C30-EFF2BF990669
408|0|Mr.|Alexander|J.|Berger|II|Odometers and Accessories Company|adventure-works\garrett1|alexander0@adventure-works.com|519-555-0151|A845D318-D6C0-4E69-B509-83686BD409A6
412|0|Ms.|Jean|J.|Holloway|NULL|Leisure Clearing House|adventure-works\jae0|jean2@adventure-works.com|1 (11) 500 555-0181|BD823AB5-6077-41D3-86C7-7BFA90602024
415|0|Mr.|Greg|NULL|Chapman|NULL|Imaginary Toys|adventure-works\pamela0|greg1@adventure-works.com|708-555-0169|01289F01-9785-4DEA-A896-92592F1F90B2
416|0|Ms.|Angela|NULL|Barbariol|NULL|Impromptu Trips|adventure-works\david8|angela1@adventure-works.com|134-555-0182|6B7FF7E6-4028-491E-AC2A-DFBB6278CA57
417|0|Ms.|Ruth|A.|Choin|NULL|Genuine Bike Shop|adventure-works\jillian0|ruth1@adventure-works.com|273-555-0181|B8B12910-9CE7-4E71-902C-CF267A30FD3B
418|0|Mr.|Lee|J.|Chapla|NULL|Good Bike Shop|adventure-works\jillian0|lee0@adventure-works.com|223-555-0184|C6A84BC4-4131-4F49-9865-1F05530318CD
419|0|Mr.|Darrell|M.|Banks|NULL|Exertion Activities Club|adventure-works\shu0|darrell0@adventure-works.com|816-555-0118|8FE888A7-82D6-4A5A-A7F4-4E69B9D62838
420|0|Mr.|Anthony|NULL|Chor|NULL|Extreme Riding Supplies|adventure-works\linda3|anthony0@adventure-works.com|429-555-0145|E4E565BB-00FF-494A-B31F-4BFE14EC2950
421|0|Mr.|Forrest|J.|Chandler|NULL|Fitness Cycling|adventure-works\shu0|forrest0@adventure-works.com|448-555-0179|B70D3CF0-B999-46E6-A004-E551C302EF24
424|0|Mr.|Eli|NULL|Bowen|NULL|Bikes for Two|adventure-works\josé1|eli0@adventure-works.com|371-555-0143|1907F0A4-BFFE-4A3B-BEC8-76D0AECB2D30
425|0|Mr.|Stephen|Yuan|Jiang|NULL|Bikes for Kids and Adults|adventure-works\josé1|stephen3@adventure-works.com|910-555-0116|B1508150-5C6B-436B-8FF4-41171E6CD517
426|0|Mr.|Dirk|J.|Bruno|NULL|Custom Accessories Company|adventure-works\garrett1|dirk0@adventure-works.com|817-555-0114|76ECB325-F500-4D90-A4FD-F2A2F8971379
430|0|Sr.|Gustavo|NULL|Camargo|NULL|Uttermost Bike Shop|adventure-works\jae0|gustavo1@adventure-works.com|1 (11) 500 555-0118|D18DFA60-7D7E-4900-A0B6-78DF78E4DEEF
431|0|Mr.|Douglas|A.|Baldwin|Jr.|Small Cycle Store|adventure-works\michael9|douglas1@adventure-works.com|583-555-0130|730AF72E-62CC-43C0-B790-975FB1F2DF0D
433|0|Ms.|Lindsey|R.|Camacho|NULL|Thorough Parts and Repair Services|adventure-works\pamela0|lindsey0@adventure-works.com|827-555-0143|EB0B1054-FF23-4E35-BCFC-10B84B47EA47
434|0|Mr.|James|B.|Bailey|Jr.|Road-Way Mart|adventure-works\david8|james3@adventure-works.com|234-555-0112|0A748427-CCAF-4E93-9551-8F06B976DCAD
435|0|Ms.|Carol|B.|Elliott|NULL|Satin Finish Company|adventure-works\jillian0|carol2@adventure-works.com|847-555-0151|7624B525-F236-4771-8D0B-FFC8EF75AFA7
436|0|Ms.|Barbara|J.|Calone|NULL|Sheet Metal Manufacturing|adventure-works\jillian0|barbara2@adventure-works.com|145-555-0152|506DD7E7-E6D0-49E7-ADDC-5CD6C811DD35
437|0|Ms.|Megan|E.|Burke|NULL|Professional Cycle Store|adventure-works\shu0|megan0@adventure-works.com|148-555-0149|7EE44449-7164-4637-96FE-264004DD31A0
438|0|Mr.|Cory|K.|Booth|NULL|Remarkable Bike Store|adventure-works\linda3|cory0@adventure-works.com|121-555-0157|3F98F477-0DB0-44D4-9155-15243B8FD480
439|0|Ms.|Shannon|P.|Elliott|NULL|Regional Manufacturing|adventure-works\shu0|shannon0@adventure-works.com|425-555-0158|2B10BD49-1D5C-4E73-A492-95AE4C03C312
442|0|Ms.|Jauna|E.|Elson|NULL|Original Bicycle Supply Company|adventure-works\josé1|jauna0@adventure-works.com|185-555-0190|F41036BB-C3BA-4935-9F16-10DEC1A55C33
443|0|Sra.|Janaina Barreiro Gambaro|NULL|Bueno|NULL|Courteous Bicycle Specialists|adventure-works\josé1|janainabarreirogambaro0@adventure-works.com|476-555-0184|133CE995-D294-47EE-94CB-468E147214D4
444|0|Mr.|Shaun|NULL|Beasley|NULL|Finer Cycle Shop|adventure-works\garrett1|shaun0@adventure-works.com|396-555-0187|A83D6923-A2DF-4C6F-9D39-AF9DE01320DC
448|0|Mr.|Terry|NULL|Eminhizer|NULL|Action Bicycle Specialists|adventure-works\jae0|terry1@adventure-works.com|1 (11) 500 555-0176|722AEE8F-6B89-4712-BB35-6861AF3065CD
451|0|Mr.|John|NULL|Emory|NULL|Roadway Bike Emporium|adventure-works\pamela0|john16@adventure-works.com|691-555-0149|D5AE552E-FAFD-49AB-AC05-014484CA1139
452|0|Ms.|Olga|J.|Trau|NULL|A Cycle Shop|adventure-works\david8|olga0@adventure-works.com|398-555-0167|A0328ADC-2DBD-47AE-9648-CBAF845EBF74
453|0|Mr.|Jon|NULL|Ganio|NULL|Unique Bikes|adventure-works\jillian0|jon0@adventure-works.com|672-555-0112|E165218F-456F-4D59-BF10-ACCF3911AE3C
454|0|Ms.|Gail|NULL|Erickson|NULL|Sleek Bikes |adventure-works\jillian0|gail1@adventure-works.com|834-555-0132|D0CC43E1-CF3E-47EA-87F7-2B64C899C56D
455|0|Mr.|James|R.|Tran|NULL|Timely Shipping Service|adventure-works\shu0|james15@adventure-works.com|740-555-0159|B4200F93-711C-438E-975D-FCCA43632D20
456|0|Mr.|Michael|NULL|Galos|NULL|Riding Excursions|adventure-works\linda3|michael15@adventure-works.com|912-555-0149|71FCE014-2BD7-4072-A163-B67CF0217325
457|0|Mr.|Mark|B|Erickson|NULL|Retail Sporting Equipment|adventure-works\shu0|mark2@adventure-works.com|962-555-0112|2E58399C-F9B5-406A-A91A-2D7416E697E4
